Analysis,Subject,Channel,Class,Metric,Value
PSD Band Distribution,6,C3 (Right Hand),2,Gamma Wasserstein Dist,0.00012594810902548923
Grand Average ERP,6,C4 (Left Hand),1,Correlation,0.4496574114173154
Grand Average ERP,6,C4 (Left Hand),1,RMSE,0.10451892763376236
Grand Average ERP,6,C4 (Left Hand),1,Freq Domain Wasserstein Dist,0.7090834843446502
Time-Frequency,6,C4 (Left Hand),1,Correlation (TF),0.989846779045502
Time-Frequency,6,C4 (Left Hand),1,RMSE (TF dB),1.7003633975982666
PSD,6,C4 (Left Hand),1,PSD Correlation,0.9429581674510189
PSD,6,C4 (Left Hand),1,PSD RMSE,0.0011625699698925018
PSD Band Power,6,C4 (Left Hand),1,Delta Power Diff (Real-Synth),5.010699410945563e-09
PSD Band Power,6,C4 (Left Hand),1,Delta Power Real,2.5214328402967112e-08
PSD Band Power,6,C4 (Left Hand),1,Delta Power Synth,2.020362899202155e-08
PSD Band Distribution,6,C4 (Left Hand),1,Delta KS p-value,0.19055780490264346
PSD Band Distribution,6,C4 (Left Hand),1,Delta Wasserstein Dist,5.768088065119925e-09
PSD Band Power,6,C4 (Left Hand),1,Theta Power Diff (Real-Synth),0.00031120493076741695
PSD Band Power,6,C4 (Left Hand),1,Theta Power Real,0.0006831500795669854
PSD Band Power,6,C4 (Left Hand),1,Theta Power Synth,0.0003719451487995684
PSD Band Distribution,6,C4 (Left Hand),1,Theta KS p-value,0.0008236623849995434
PSD Band Distribution,6,C4 (Left Hand),1,Theta Wasserstein Dist,0.0003114339742686363
PSD Band Power,6,C4 (Left Hand),1,Alpha Power Diff (Real-Synth),-0.0001828707754611969
PSD Band Power,6,C4 (Left Hand),1,Alpha Power Real,0.01072981022298336
PSD Band Power,6,C4 (Left Hand),1,Alpha Power Synth,0.010912680998444557
PSD Band Distribution,6,C4 (Left Hand),1,Alpha KS p-value,0.5057200777001711
PSD Band Distribution,6,C4 (Left Hand),1,Alpha Wasserstein Dist,0.0007250739710538518
PSD Band Power,6,C4 (Left Hand),1,Beta Power Diff (Real-Synth),-0.00035939295776188374
PSD Band Power,6,C4 (Left Hand),1,Beta Power Real,0.0018850311171263456
PSD Band Power,6,C4 (Left Hand),1,Beta Power Synth,0.0022444240748882294
PSD Band Distribution,6,C4 (Left Hand),1,Beta KS p-value,0.043066209895954465
PSD Band Distribution,6,C4 (Left Hand),1,Beta Wasserstein Dist,0.0003593927153685529
PSD Band Power,6,C4 (Left Hand),1,Gamma Power Diff (Real-Synth),-0.0001222411374328658
PSD Band Power,6,C4 (Left Hand),1,Gamma Power Real,0.0001966894924407825
PSD Band Power,6,C4 (Left Hand),1,Gamma Power Synth,0.0003189306298736483
PSD Band Distribution,6,C4 (Left Hand),1,Gamma KS p-value,1.227500578895649e-05
PSD Band Distribution,6,C4 (Left Hand),1,Gamma Wasserstein Dist,0.0001222410951023838
Grand Average ERP,6,C4 (Left Hand),2,Correlation,0.585980199616623
Grand Average ERP,6,C4 (Left Hand),2,RMSE,0.1036469042301178
Grand Average ERP,6,C4 (Left Hand),2,Freq Domain Wasserstein Dist,0.6771267206673511
Time-Frequency,6,C4 (Left Hand),2,Correlation (TF),0.9875258862868916
Time-Frequency,6,C4 (Left Hand),2,RMSE (TF dB),1.7879880666732788
PSD,6,C4 (Left Hand),2,PSD Correlation,0.9438120665721162
PSD,6,C4 (Left Hand),2,PSD RMSE,0.001370381796732545
PSD Band Power,6,C4 (Left Hand),2,Delta Power Diff (Real-Synth),1.363378210328392e-08
PSD Band Power,6,C4 (Left Hand),2,Delta Power Real,3.2734469357365015e-08
PSD Band Power,6,C4 (Left Hand),2,Delta Power Synth,1.9100687254081095e-08
PSD Band Distribution,6,C4 (Left Hand),2,Delta KS p-value,0.02913592375194741
PSD Band Distribution,6,C4 (Left Hand),2,Delta Wasserstein Dist,1.3715368926434847e-08
PSD Band Power,6,C4 (Left Hand),2,Theta Power Diff (Real-Synth),0.00017321185441687703
PSD Band Power,6,C4 (Left Hand),2,Theta Power Real,0.0006979728350415826
PSD Band Power,6,C4 (Left Hand),2,Theta Power Synth,0.0005247609806247056
PSD Band Distribution,6,C4 (Left Hand),2,Theta KS p-value,0.34722977985323733
PSD Band Distribution,6,C4 (Left Hand),2,Theta Wasserstein Dist,0.00017758412380962266
PSD Band Power,6,C4 (Left Hand),2,Alpha Power Diff (Real-Synth),0.0014497116208076477
PSD Band Power,6,C4 (Left Hand),2,Alpha Power Real,0.013143854215741158
PSD Band Power,6,C4 (Left Hand),2,Alpha Power Synth,0.01169414259493351
PSD Band Distribution,6,C4 (Left Hand),2,Alpha KS p-value,0.09723870153519695
PSD Band Distribution,6,C4 (Left Hand),2,Alpha Wasserstein Dist,0.0019027183500216595
PSD Band Power,6,C4 (Left Hand),2,Beta Power Diff (Real-Synth),-0.0003226150292903185
PSD Band Power,6,C4 (Left Hand),2,Beta Power Real,0.0020863122772425413
PSD Band Power,6,C4 (Left Hand),2,Beta Power Synth,0.00240892730653286
PSD Band Distribution,6,C4 (Left Hand),2,Beta KS p-value,0.01127193651412224
PSD Band Distribution,6,C4 (Left Hand),2,Beta Wasserstein Dist,0.00037820594120341203
PSD Band Power,6,C4 (Left Hand),2,Gamma Power Diff (Real-Synth),-8.006430289242417e-05
PSD Band Power,6,C4 (Left Hand),2,Gamma Power Real,0.00019995080947410315
PSD Band Power,6,C4 (Left Hand),2,Gamma Power Synth,0.0002800151123665273
PSD Band Distribution,6,C4 (Left Hand),2,Gamma KS p-value,0.017556585198218077
PSD Band Distribution,6,C4 (Left Hand),2,Gamma Wasserstein Dist,8.006430104152265e-05
